2087.62890625, 1516.0771484375, 10.8203125, 0 // royal_casino
1956.5166015625, 1343.2919921875, 15.374607086182, 0 // escalator
2026.763671875, 1007.8896484375, 10.8203125, 0 // 4dragons
2182.814453125, 1672.3955078125, 11.073860168457, 0 // caligula
1680.416015625, 1449.08203125, 10.773626327515, 0 // lvairport
2017.150390625, 1545.4384765625, 10.830858230591, 0 // information_pickup
1963.6806640625, 1503.3134765625, 7.203125, 0 // ship
-669.6416015625, 916.2568359375, 12.110098838806, 0 // lol
2017.037109375, 1545.2744140625, 10.830101966858, 0 // pirateship
2289.6435546875, 2451.318359375, 10.8203125, 0 // policestation
1667.6923828125, 1621.078125, 10.8203125, 0 // lvairport
-2312.3095703125, -1654.638671875, 483.69476318359, 0 // mountchiliad
2534.6884765625, 2069.66796875, 10.8203125, 0 // ammunation
